ID,gender,age,registration,belong_to_cooperative,county,subcounty,ward,trainer,first_training_date,topics_list,num_total_trainings,num_repeat_trainings,days_to_second_training,num_unique_trainers,adopted_within_07_days,adopted_within_90_days,adopted_within_120_days,has_second_training
ID_2H1O0P,Female,Above 35,Ussd,0,Machakos,Matungulu,Tala,trainer_name_3,2024-05-30,"['How To Rear Healthy Chicken With Biodeal', 'Sheep And Goat Management Practices', 'Ndume App', 'Herd Health. Management', 'Poultry Health Mngt', 'Livestock Management Practices.', 'Improved Maize & Bean Varieties From East Africa Seed', 'Benfits Of Sistema Biogas']",8,7,0.0,1,0,0,0,1
ID_709T3U,Female,Above 35,Manual,0,Siaya,Alego Usonga,West Alego,trainer_name_8,2024-05-21,"['Dairy Feed Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_SJPW9O,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health']",3,2,0.0,1,0,0,0,1
ID_2ZBM64,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-16,"['Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management']",3,2,0.0,1,0,0,0,1
ID_WJP4FW,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-08,"['Reasons Why Ai Fails And Solutions', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Feed Management', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming']",11,10,68.0,1,0,0,0,1
ID_NKGISH,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-15,"['Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari']",14,13,0.0,1,0,0,0,1
ID_XLUVPU,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['How To Succeed In Breeding', 'Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Feeding A Dairy Cow', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Importance Of Mineral Supplementation', 'Poultry Feeding With Tyari']",9,8,33.0,1,0,0,0,1
ID_1CXQQE,Female,Above 35,Ussd,0,Siaya,Alego Usonga,West Alego,trainer_name_8,2024-05-29,"['Dairy Feed Management,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_JORQDL,Female,Above 35,Ussd,0,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-05-30,"['Dairy Feed Management,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_IVUOKS,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health']",3,2,0.0,1,0,0,0,1
ID_J8BRWT,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['How To Succeed In Breeding', 'Herd Health', 'Poultry Management Practices']",3,2,0.0,1,0,0,0,1
ID_P5ZV84,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-05-20,"['Reasons Why Ai Fails And Solutions', 'Herd Management', 'Some Reasons Why Ai Fails And Solutions', 'Poultry Management Practises.']",4,3,30.0,1,0,0,0,1
ID_JSX674,Female,Below 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-05-21,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Feeding A Lactating Cow,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_IDY2FZ,Male,Above 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-05-21,"['Dairy Feed Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_6ULQTU,Female,Above 35,Ussd,0,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-05-09,"['Dairy Feed Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_RHQUUN,Female,Above 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-05-22,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Dairy Health Management,Diseases In Dairy Farming,Feeding A Lactating Cow,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Feed And Water Management,Poultry Health Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_D3C675,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-16,"['Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming']",12,11,0.0,1,0,0,0,1
ID_7M0WRQ,Female,Below 35,Manual,1,Nandi,Mosop,Kabiyet,trainer_name_5,2024-05-30,"['Dairy Feed Management,How To Feed Kienyeji Chicken From 1 Day Old To Maturity,How To Rear Healthy Chicken With Biodeal,Unga Dairy Feeds, Hygiene And Health Products', 'Dairy Feed Management', 'Unga Dairy Feeds, Hygiene And Health Products', 'How To Rear Healthy Chicken With Biodeal', 'How To Feed Kienyeji Chicken From 1 Day Old To Maturity']",5,4,0.0,1,0,0,0,1
ID_6G6VNT,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-06,"['Herd Health', 'Poultry Management Practices', 'How To Succeed In Breeding', 'Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management', 'Feeding A Dairy Cow']",7,6,0.0,1,0,0,0,1
ID_AV7PJ1,Female,Below 35,Ussd,0,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-05-21,"['Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,Feeding A Lactating Cow,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_JXERTG,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-06,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health Management']",3,2,0.0,1,0,0,0,1
ID_2JVNU7,Female,Above 35,Ussd,0,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-05-28,"['Dairy Feed Management,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_8JSMPJ,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-16,"['Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management', 'Poultry Management Practises..', 'Infertility In Dairy Cows', 'Deworming Your Dairy Animal', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari']",13,12,0.0,1,0,0,0,1
ID_Z5C0H9,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-03,"['Herd Health', 'Poultry Management Practices', 'How To Succeed In Breeding', 'Herd Health Management.', 'Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Dairy Hygiene', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Importance Of Mineral Supplementation', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Weed Management In Crop']",18,17,0.0,1,1,1,1,1
ID_ST6C31,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-16,"['Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management']",3,2,0.0,1,0,0,0,1
ID_MB3DXG,Female,Above 35,Ussd,0,Machakos,Matungulu,Tala,trainer_name_3,2024-05-25,"['Disadvantages Of Natural Mating', 'Sheep And Goat Management Practices', 'Ndume App', 'Poultry Mngt Practices', 'Sheep And Goat Management Practices', 'Reasons Why Ai Fails And Solutions', 'Disadvantages Of Natural Mating', 'Reasons Why Ai Fails And Solutions', 'Sheep And Goat Management Practices', 'Ndume App', 'The Benefits Of Ndume App', 'How To Rear Healthy Chicken With Biodeal.', 'Goat Management Practices', 'The Benefits Of Ndume App', 'Why You Should Vaccinate Your Animals', 'Deworming And Record Keeping In Animal Health']",16,15,0.0,1,0,0,0,1
ID_8GJ9T9,Female,Above 35,Ussd,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-05-14,"['Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management']",3,2,0.0,1,0,0,0,1
ID_TPIG8M,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-05-10,"['Biodeal Poultry', 'Biodeal Dairy', 'Poultry Mngt Practices', 'Reasons Why Ai Fails And Solutions', 'Poultry Health Management.', 'Poultry Management Practises.', 'Some Reasons Why Ai Fails And Solutions', 'Herd Management', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Poultry Management. Practices', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Successfull Breeding With Crv', 'Importance Of Mineral Supplementation With Ckl', 'Harvesting And Post Harvesting', 'Benfits Of Sistema Biogas']",17,16,0.0,1,0,0,0,1
ID_N7LEX8,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-21,"['Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Microp+ Topdressing', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Poultry Feed Management', 'How To Control Foot And Mouth', 'Infertility In Dairy Cows', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming Your Dairy Animal', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry & Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Weed Management In Crop']",24,23,0.0,1,1,1,1,1
ID_YZVTHN,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-06,"['Poultry Management Practices', 'Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management', 'Feeding A Dairy Cow', 'The Benefits Of Ndume App', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Herd Health Management.', 'Infertility In Dairy Cows', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Importance Of Mineral Supplementation', 'Poultry Feeding With Tyari', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds']",18,17,30.0,1,0,0,0,1
ID_2M2CRR,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-11,"['Herd Management', 'Poultry Mngt Practices', 'Reasons Why Ai Fails And Solutions', 'Causes Of Infertility In Dairy']",4,3,0.0,1,0,0,0,1
ID_ZP3HRP,Female,Above 35,Ussd,0,Machakos,Matungulu,Matungulu North,trainer_name_3,2024-05-02,"['Herd Health', 'Poultry Management Pract', 'Poultry Management Practices', 'Disadvantages Of Natural Mating', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Animal Management Practices', 'Sheep & Goat Rearing']",8,7,0.0,1,0,0,0,1
ID_G77B5L,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-22,"['Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Microp+ Topdressing', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'Poultry Management Practises..', 'Poultry Health Management..', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Dairy Hygiene', 'Deworming And Record Keeping In Animal Health', 'Why You Should Vaccinate Your Animals', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'Poultry & Dairy Feeding With Tyari Feeds', 'Importance Of Mineral Supplementation With Ckl', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Weed Management In Crop']",27,26,0.0,1,0,0,0,1
ID_GQR3ZB,Female,Above 35,Ussd,1,Nandi,Chesumei,Lelmokwo Ngechek,trainer_name_5,2024-05-19,"['Biosecurity In Poultry Farming,Calf Feeding,Calf Rearing For October,Cow Management For October,Dairy Feed Management,Feeding A Lactating Cow,How To Feed Kienyeji Chicken For Meat,Kienyeji Chicken Rearing For October,Kienyeji Poultry Feeds,Poultry Feed And Water Management,Record Keeping In Poultry,Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'Poultry Feed And Water Management', 'Dairy Feed Management', 'Record Keeping In Poultry', 'Kienyeji Poultry Feeds', 'Transition Cow Management- Care For Your Cow 3 Weeks Before And After Calving', 'How To Feed Kienyeji Chicken For Meat', 'Calf Feeding', 'Feeding A Lactating Cow', 'Biosecurity In Poultry Farming', 'Kienyeji Chicken Rearing For October', 'Cow Management For October', 'Calf Rearing For October']",13,12,0.0,1,0,0,0,1
ID_M50D85,Female,Below 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-05-30,"['Dairy Feed Management,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_8HZ82A,Female,Above 35,Manual,1,Nandi,Mosop,Kabisaga,trainer_name_5,2024-05-11,"['Asili Fertilizer (Organic),Biodeal Poultry,Dairy Feed Management,Dairy Health, Hygiene And Feeds,Dairy Nutrition With Tyari,How To Feed Kienyeji Chicken From 1 Day Old To Maturity,How To Feed Layers From 1 Day Old To Maturity,How To Rear Healthy Chicken With Biodeal,Importance Of Choosing The Right Seed Variety,Poultry And Dairy Feeding With Tyari Feeds,Poultry Feeding With Tyari,Record Keeping In Poultry,Unga Dairy Feeds, Hygiene And Health Products', 'Dairy Feed Management', 'Record Keeping In Poultry', 'Dairy Health, Hygiene And Feeds', 'Biodeal Poultry', 'Unga Dairy Feeds, Hygiene And Health Products', 'How To Feed Layers From 1 Day Old To Maturity', 'How To Feed Kienyeji Chicken From 1 Day Old To Maturity', 'How To Rear Healthy Chicken With Biodeal', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Importance Of Choosing The Right Seed Variety']",14,13,0.0,1,0,0,0,1
ID_CWKHK9,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health']",3,2,0.0,1,0,0,0,1
ID_C6S0PX,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-07,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health', 'Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices', 'Feeding A Dairy Cow', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.']",11,10,0.0,1,0,0,0,1
ID_3H6G0X,Female,Above 35,Ussd,1,Siaya,Alego Usonga,South East Alego,trainer_name_8,2024-05-28,['Poultry Feed And Water Management'],1,0,,1,0,0,0,0
ID_CHNNHE,Female,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health', 'Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Herd Management']",6,5,0.0,1,0,0,0,1
ID_YTJD15,Male,Above 35,Manual,0,Nandi,Mosop,Kabisaga,trainer_name_5,2024-05-05,"['Asili Fertilizer (Organic),Biodeal Poultry,Dairy Feed Management,Importance Of Choosing The Right Seed Variety,Pest And Disease Management In Crops,Poultry And Dairy Feeding With Tyari Feeds,Successfull Breeding With Crv,Weed Management In Crop', 'Dairy Feed Management', 'Biodeal Poultry', 'Importance Of Choosing The Right Seed Variety', 'Asili Fertilizer (Organic)', 'Poultry And Dairy Feeding With Tyari Feeds', 'Successfull Breeding With Crv', 'Pest And Disease Management In Crops', 'Weed Management In Crop']",9,8,0.0,1,0,0,0,1
ID_AI2WTH,Female,Above 35,Manual,0,Machakos,Matungulu,Tala,trainer_name_3,2024-05-25,"['Poultry Mngt Practices', 'Poultry Management Practises.', 'Ndume App']",3,2,28.0,1,0,0,0,1
ID_AW1OC2,Female,Above 35,Manual,0,Machakos,Matungulu,Tala,trainer_name_3,2024-05-21,"['Reasons Why Ai Fails And Solutions', 'Poultry Mngt Practices', 'Sheep And Goat Management Practices', 'Herd Management', 'Poultry Health Mngt', 'Herd Health. Management', 'Sheep & Goats Management', 'Sheep & Goat Rearing', 'Pest And Disease Management In Maize And Beans', 'Benfits Of Sistema Biogas', 'Improved Maize & Bean Varieties From East Africa Seed']",11,10,0.0,1,0,0,0,1
ID_WZEIDL,Male,Above 35,Manual,0,Bungoma,Kanduyi,Musikoma,trainer_name_2,2024-05-23,['Herd Management'],1,0,,1,0,0,0,0
ID_GUUDMH,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-02,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health', 'Poultry Management Practises..', 'Poultry Health Management. Practices', 'Importance Of Mineral Supplementation', 'Poultry Management. Practices', 'Poultry Feeding With Tyari', 'Dairy Nutrition With Tyari']",9,8,0.0,1,0,0,0,1
ID_FS6VUY,Female,Above 35,Manual,0,Nandi,Mosop,Kabisaga,trainer_name_5,2024-05-02,"['Benefits Of Sistema Biogas,Biodeal Poultry,Calf Rearing For October,Control Of External Parasites With Dominex.,Cow Management For October,Dairy Health, Hygiene And Feeds,Feeds For Layers,General Livestock Management,Harvesting & Post-Harvest Handling.,How To Feed Kienyeji Chicken For Meat,How To Rear A Calf With Unga Products,How To Rear Healthy Chicken With Biodeal.,Kienyeji Chicken Rearing For October,Livestock Management Practices,Personal Protective Equipment (Ppe),Pest And Disease Management In Maize And Beans,Pest And Diseases At Harvesting Stage,Poultry Diseases And Biosecurity,Poultry Feeding,Successfull Breeding With Crv', 'Dairy Health, Hygiene And Feeds', 'Feeds For Layers', 'Biodeal Poultry', 'How To Rear A Calf With Unga Products', 'How To Feed Kienyeji Chicken For Meat', 'How To Rear Healthy Chicken With Biodeal.', 'Calf Rearing For October', 'Cow Management For October', 'Kienyeji Chicken Rearing For October', 'Poultry Feeding', 'Personal Protective Equipment (Ppe)', 'Poultry Diseases And Biosecurity', 'Pest And Disease Management In Maize And Beans', 'Control Of External Parasites With Dominex.', 'Successfull Breeding With Crv', 'Livestock Management Practices', 'Pest And Diseases At Harvesting Stage', 'General Livestock Management', 'Harvesting & Post-Harvest Handling.', 'Benefits Of Sistema Biogas']",21,20,0.0,1,0,0,0,1
ID_XZEW3P,Female,Above 35,Ussd,1,Nandi,Mosop,Kabisaga,trainer_name_5,2024-05-10,"['Asili Fertilizer (Organic),Biodeal Poultry,Dairy Feed Management,Dairy Nutrition With Tyari,Feeding A Lactating Cow,Importance Of Choosing The Right Seed Variety,Kienyeji Poultry Feeds,Milking Hygiene,Personal Protective Equipment (Ppe),Poultry And Dairy Feeding With Tyari Feeds,Poultry Diseases And Biosecurity,Poultry Feeding,Poultry Feeding With Tyari,Record Keeping In Poultry', 'Biodeal Poultry', 'Kienyeji Poultry Feeds', 'Record Keeping In Poultry', 'Dairy Feed Management', 'Feeding A Lactating Cow', 'Personal Protective Equipment (Ppe)', 'Poultry Feeding', 'Poultry Diseases And Biosecurity', 'Milking Hygiene', 'Dairy Nutrition With Tyari', 'Poultry Feeding With Tyari', 'Importance Of Choosing The Right Seed Variety', 'Poultry And Dairy Feeding With Tyari Feeds', 'Asili Fertilizer (Organic)']",15,14,0.0,1,1,1,1,1
ID_F51VGS,Male,Above 35,Ussd,1,Siaya,Alego Usonga,Central Alego,trainer_name_8,2024-05-16,"['Milking Hygiene,Personal Protective Equipment (Ppe),Poultry Diseases And Biosecurity ,Poultry Feed And Water Management']",1,0,,1,0,0,0,0
ID_OM7RQ0,Female,Above 35,Manual,0,Kiambu,Kikuyu,Kinoo,trainer_name_7,2024-05-15,"['Kienyeji Poultry Feeds', 'Unga Feed For Layers', 'Dairy Health, Hygiene And Feeds']",3,2,0.0,1,0,0,0,1
ID_7DF5SZ,Female,Above 35,Manual,1,Nandi,Chesumei,Kosirai,trainer_name_5,2024-05-11,"['Biodeal Poultry,Biosecurity In Poultry Farming,Calf Feeding,Dairy Feed Management,How To Feed Kienyeji Chicken For Meat,How To Rear A Calf With Unga Products,Importance Of Vaccinating Against East Coast Fever (Ecf),Importance Of Vaccinations And Record,Kienyeji Poultry Feeds,Livestock Management Practices,Pest And Disease Management In Maize And Beans,Pest And Diseases At Harvesting Stage,Record Keeping In Poultry,Successfull Breeding With Crv,Weed Management In Crop', 'Dairy Feed Management', 'Dairy Feed Management', 'Dairy Feed Management', 'Record Keeping In Poultry', 'Record Keeping In Poultry', 'Record Keeping In Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Biodeal Poultry', 'Kienyeji Poultry Feeds', 'Kienyeji Poultry Feeds', 'Kienyeji Poultry Feeds', 'Calf Feeding', 'Calf Feeding', 'Calf Feeding', 'Biosecurity In Poultry Farming', 'Biosecurity In Poultry Farming', 'Biosecurity In Poultry Farming', 'How To Feed Kienyeji Chicken For Meat', 'How To Feed Kienyeji Chicken For Meat', 'How To Feed Kienyeji Chicken For Meat', 'How To Rear A Calf With Unga Products', 'How To Rear A Calf With Unga Products', 'How To Rear A Calf With Unga Products', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Importance Of Vaccinations And Record', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Pest And Disease Management In Maize And Beans', 'Importance Of Vaccinating Against East Coast Fever (Ecf)', 'Importance Of Vaccinating Against East Coast Fever (Ecf)', 'Importance Of Vaccinating Against East Coast Fever (Ecf)', 'Weed Management In Crop', 'Weed Management In Crop', 'Weed Management In Crop', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Successfull Breeding With Crv', 'Livestock Management Practices', 'Livestock Management Practices', 'Livestock Management Practices', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage', 'Pest And Diseases At Harvesting Stage']",46,45,0.0,1,1,1,1,1
ID_2G60PF,Female,Above 35,Manual,0,Kiambu,Kikuyu,Kinoo,trainer_name_7,2024-05-15,"['Kienyeji Poultry Feeds', 'Dairy Health, Hygiene And Feeds', 'How To Rear Healthy Chicken With Biodeal', 'How To Feed Layers From 1 Day Old To Maturity', 'How To Feed Kienyeji Chicken From 1 Day Old To Maturity']",5,4,1.0,1,0,0,0,1
ID_PHSEOQ,Female,Above 35,Manual,0,Nyamira,North Mugirango,Bomwagamo,trainer_name_4,2024-05-31,"['Poultry Management Pract', 'Disadvantages Of Natural Mating', 'Herd Health Practices With Biodeal Products', 'How To Rear Healthy Chicken With Biodeal', 'Deworming Your Dairy Animal', 'Infertility In Dairy Cows', 'Aflatoxin In Dairy Farming', 'Antimicrobial Resistance', 'Herd. Health. Management', 'Poultry Health With Biodeal', 'Importance Of Mineral Supplementation']",11,10,0.0,1,0,0,0,1
ID_K10INF,Male,Below 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-22,"['Reasons Why Ai Fails And Solutions', 'Herd Management', 'Microp+ Topdressing']",3,2,0.0,1,0,0,0,1
ID_8HU9AS,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-08,"['Herd Management', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Herd Health Management.', 'Broiler Feed Formulation', 'Poultry Feed Management']",9,8,68.0,1,0,0,0,1
ID_VQUPSL,Female,Above 35,Ussd,0,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-05-16,"['Dairy Feed Management,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_P6AFFG,Female,Above 35,Ussd,0,Siaya,Alego Usonga,North Alego,trainer_name_8,2024-05-16,"['Dairy Feed Management,Poultry Feed And Water Management,Record Keeping In Poultry']",1,0,,1,0,0,0,0
ID_DF7P3U,Female,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-15,"['Reasons Why Ai Fails And Solutions', 'Herd Management', 'Poultry Mngt Practices']",3,2,0.0,1,0,0,0,1
ID_YL8ZXW,Female,Above 35,Manual,0,Machakos,Matungulu,Matungulu East,trainer_name_3,2024-05-23,"['Reasons Why Ai Fails And Solutions', 'Sheep And Goat Management Practices', 'Poultry Mngt Practices', 'Poultry Management Practises.', 'The Benefits Of Ndume App', 'Goat Management Practices', 'Disadvantages Of Natural Mating.', 'Antimicrobial Resistance', 'Aflatoxin In Dairy Farming', 'Deworming Your Dairy Animal', 'Infertility In Dairy Cows', 'Pest And Disease Management In Maize And Beans', 'Weed Management In Maize And Beans', 'How To Manage Pest And Diseases At Harvesting Stage', 'General Livestock Management']",15,14,0.0,1,0,0,0,1
ID_VTIGBO,Female,Above 35,Ussd,0,Machakos,Kangundo,Kangundo Central,trainer_name_3,2024-05-15,"['Reasons Why Ai Fails And Solutions', 'Sheep And Goat Management Practices', 'Poultry Mngt Practices', 'Disadvantages Of Natural Mating']",4,3,0.0,1,0,0,0,1
ID_BY0CSJ,Male,Above 35,Manual,0,Nandi,Mosop,Kabiyet,trainer_name_5,2024-05-31,"['Dairy Feed Management,How To Rear Healthy Chicken With Biodeal', 'Dairy Feed Management', 'How To Rear Healthy Chicken With Biodeal']",3,2,0.0,1,0,0,0,1
ID_DH938Y,Male,Above 35,Ussd,0,Bomet,Sotik,Ndanai/Abosi,trainer_name_10,2024-05-07,"['How To Succeed In Breeding', 'Poultry Management Practices', 'Herd Health', 'Herd Health Management.', 'The Benefits Of Ndume App', 'Poultry Health Management.', 'Poultry Management Practises.']",7,6,0.0,1,0,0,0,1
